title,createdAt,mergedAt,closedAt,reviewsCount,reviewDecision,reviewTimeHours
Fix typo in Study Guide section,2017-03-09T10:50:34Z,2017-03-10T00:36:12Z,2017-03-10T00:36:12Z,1,APPROVED,13.760555555555555
Fix typo - lobsided -> lopsided,2017-03-09T14:21:29Z,2017-03-10T00:37:40Z,2017-03-10T00:37:40Z,1,APPROVED,10.269722222222223
Add Dyn DDoS attack link,2017-03-10T04:30:56Z,2017-03-11T02:07:51Z,2017-03-11T02:07:51Z,1,APPROVED,21.615277777777777
Fix multiple typos,2017-03-10T07:53:56Z,2017-03-11T02:06:35Z,2017-03-11T02:06:35Z,1,,18.210833333333333
Fix #6: Migrate links from exercises/solutions to use internal links,2017-03-16T22:49:05Z,2017-03-19T19:23:03Z,2017-03-19T19:23:03Z,1,APPROVED,68.56611111111111
"Delete duplicate word ""does"" in design exercises",2017-03-18T04:17:42Z,2017-03-18T15:37:17Z,2017-03-18T15:37:17Z,1,APPROVED,11.32638888888889
Fix typo JSS -> JS,2017-03-18T16:45:40Z,2017-03-19T19:24:13Z,2017-03-19T19:24:13Z,1,APPROVED,26.6425
Declare variable key in the get_user example,2017-03-19T22:54:10Z,2017-03-21T11:39:11Z,2017-03-21T11:39:11Z,1,APPROVED,36.750277777777775
Fix typo,2017-03-22T16:44:21Z,2017-03-23T02:53:16Z,2017-03-23T02:53:16Z,2,APPROVED,10.14861111111111
Fix typos,2017-03-23T22:30:10Z,2017-03-24T02:42:03Z,2017-03-24T02:42:03Z,1,APPROVED,4.198055555555555
change the service discovery documenation example to use consul/etcd,2017-03-24T11:32:50Z,,2017-03-26T17:02:10Z,2,,53.48888888888889
Explain difference between PUT & PATCH,2017-03-25T22:50:04Z,2017-03-29T10:19:15Z,2017-03-29T10:19:15Z,1,APPROVED,83.48638888888888
"Update service discovery section to include consul, etcd, and additional details",2017-03-26T16:58:09Z,2017-03-28T11:45:13Z,2017-03-28T11:45:13Z,3,,42.784444444444446
Change AP wording for clarity,2017-04-04T08:27:14Z,2017-04-04T09:56:39Z,2017-04-04T09:56:39Z,1,APPROVED,1.4902777777777778
zh-cn: Add Simplified Chinese translation v1.0,2017-04-15T07:44:20Z,2017-04-15T13:32:32Z,2017-04-15T13:32:32Z,1,APPROVED,5.803333333333334
zh-cn: Rename README-zh-Hant.md to README-zh-Hans.md,2017-04-16T03:17:12Z,2017-04-16T21:49:16Z,2017-04-16T21:49:16Z,1,APPROVED,18.534444444444443
Fix asynchronism link in mint README,2017-04-22T00:06:53Z,2017-05-16T04:10:52Z,2017-05-16T04:10:52Z,2,APPROVED,580.0663888888889
Fix lowercase typo in Layer 7 load balancing title,2017-05-02T19:28:31Z,2017-05-16T04:17:24Z,2017-05-16T04:17:24Z,1,APPROVED,320.8147222222222
Fix typo,2017-05-09T13:31:23Z,2017-05-27T00:32:45Z,2017-05-27T00:32:45Z,1,APPROVED,419.0227777777778
Add license disclaimer,2017-05-18T08:42:10Z,,2017-05-27T00:34:53Z,1,CHANGES_REQUESTED,207.8786111111111
Fix #79: Inaccuracy in Twitter timeline and search example,2017-05-25T01:47:16Z,2017-05-27T00:31:32Z,2017-05-27T00:31:32Z,1,APPROVED,46.73777777777778
Init spot_size member in parking lot exercise,2017-05-29T16:47:48Z,2017-05-30T00:55:33Z,2017-05-30T00:55:33Z,1,APPROVED,8.129166666666666
Fix reducer argument in pastebin exercise,2017-06-06T15:19:52Z,2017-06-14T00:43:11Z,2017-06-14T00:43:11Z,1,APPROVED,177.38861111111112
Add Grab Engineering Blog link,2017-07-10T07:25:48Z,,2017-07-18T02:13:02Z,1,,186.78722222222223
Add automated testing,2017-07-11T03:27:24Z,,2018-10-28T21:25:17Z,2,,11393.964722222223
Fix typo in denormalization section,2017-07-17T14:04:37Z,2017-07-18T02:08:37Z,2017-07-18T02:08:37Z,1,APPROVED,12.066666666666666
Convert all .py files to be valid Python,2017-08-15T07:19:19Z,2018-03-07T00:37:47Z,2018-03-07T00:37:47Z,3,APPROVED,4889.307777777778
Add API rate limiter design link,2017-09-29T06:10:36Z,2017-10-09T00:52:45Z,2017-10-09T00:52:45Z,1,APPROVED,234.7025
Fix typo: considering -> consider in scaling AWS solution,2017-10-02T02:42:48Z,2017-10-07T16:06:38Z,2017-10-07T16:06:38Z,1,APPROVED,133.3972222222222
Simplify logic for is_ace and is_face_card in deck of cards solution,2017-10-21T19:56:43Z,2017-10-25T01:06:00Z,2017-10-25T01:06:00Z,1,APPROVED,77.15472222222222
Add Japanese Translation,2017-10-27T04:40:49Z,2017-12-02T01:15:57Z,2017-12-02T01:15:57Z,6,APPROVED,860.5855555555555
Correct Redis list structure in Twitter solution,2017-11-20T01:11:18Z,2017-11-30T01:12:16Z,2017-11-30T01:12:16Z,1,APPROVED,240.01611111111112
ja: Fix typo ,2017-12-06T15:03:13Z,2017-12-08T01:18:26Z,2017-12-08T01:18:26Z,1,APPROVED,34.25361111111111
add Netflix in Company Architecture,2018-01-02T12:01:03Z,,2018-01-21T16:51:13Z,1,CHANGES_REQUESTED,460.8361111111111
Add Netflix in Company Architectures,2018-01-06T12:59:55Z,2018-01-21T16:55:00Z,2018-01-21T16:55:00Z,2,APPROVED,363.91805555555555
Add Scaling Uber in Company Architecture,2018-01-06T13:04:37Z,2018-02-02T23:08:50Z,2018-02-02T23:08:50Z,1,APPROVED,658.0702777777777
"Add article link: How Twitter Handles 3,000 Images/sec",2018-01-06T13:07:40Z,2019-04-10T00:47:00Z,2019-04-10T00:47:00Z,3,APPROVED,11003.655555555555
Add Facebook Live Streams,2018-01-06T13:10:29Z,2018-02-16T01:37:46Z,2018-02-16T01:37:46Z,1,APPROVED,972.4547222222222
Update master-slave section anchor,2018-01-26T20:51:15Z,2018-02-08T00:57:01Z,2018-02-08T00:57:01Z,1,APPROVED,292.0961111111111
Add Traditional Chinese translation,2018-02-14T04:51:04Z,2018-02-28T02:41:24Z,2018-02-28T02:41:24Z,8,APPROVED,333.8388888888889
Update re:Invent url to 2017 version,2018-02-25T12:51:34Z,2018-02-27T02:28:05Z,2018-02-27T02:28:05Z,1,APPROVED,37.60861111111111
zh-TW: Add proper line break to links,2018-03-02T16:19:29Z,2018-03-04T19:14:45Z,2018-03-04T19:14:45Z,1,APPROVED,50.92111111111111
zh-Hans: Fix typos,2018-03-05T08:53:33Z,2018-03-08T01:37:46Z,2018-03-08T01:37:46Z,1,,64.73694444444445
Add missing self variables to Deck of Cards solution,2018-03-07T05:32:45Z,2018-03-18T13:21:53Z,2018-03-18T13:21:53Z,1,APPROVED,271.81888888888886
Change LARGE to VehicleSize.LARGE in parking lot solution,2018-03-10T02:37:12Z,2018-04-09T00:25:12Z,2018-04-09T00:25:12Z,2,APPROVED,717.8
Add deque import to Social Graph solution,2018-03-10T07:14:36Z,2018-03-24T23:38:34Z,2018-03-24T23:38:34Z,1,APPROVED,352.39944444444444
Fix coding errors,2018-03-14T12:11:36Z,2018-04-26T01:19:05Z,2018-04-26T01:19:05Z,1,APPROVED,1021.1247222222222
Fix dict KeyError,2018-04-02T22:52:26Z,2018-04-26T01:22:06Z,2018-04-26T01:22:06Z,2,APPROVED,554.4944444444444
Fix dict KeyError,2018-04-02T22:53:43Z,2018-04-26T01:22:26Z,2018-04-26T01:22:26Z,2,APPROVED,554.4786111111111
"Fixed grammar in ""Learn how to design large-scale systems""",2018-04-03T03:54:13Z,,2020-07-04T14:40:44Z,2,,19762.77527777778
zh-TW: Fix comment format,2018-04-03T07:56:28Z,2018-04-11T00:28:16Z,2018-04-11T00:28:16Z,2,APPROVED,184.53
Add missing enum imports,2018-04-16T08:53:40Z,2018-05-07T01:26:02Z,2018-05-07T01:26:02Z,1,APPROVED,496.5394444444444
Adding missing self variable,2018-04-26T06:44:04Z,2018-05-07T01:25:32Z,2018-05-07T01:25:32Z,1,APPROVED,258.6911111111111
Change variable seller to category in Mint solution,2018-04-26T07:04:46Z,2018-05-23T03:15:43Z,2018-05-23T03:15:43Z,1,APPROVED,644.1825
zh-Hans: Fix typo,2018-05-28T06:04:38Z,2018-06-16T05:30:42Z,2018-06-16T05:30:42Z,2,,455.43444444444447
Replace broken SQL tuning links,2018-06-22T15:10:58Z,2018-06-29T03:18:12Z,2018-06-29T03:18:12Z,1,APPROVED,156.12055555555557
zh-Hans: Fix PostgreSQL typo,2018-07-09T15:10:58Z,2018-07-13T11:32:15Z,2018-07-13T11:32:15Z,1,APPROVED,92.35472222222222
Fix #148: Add State(Enum) to social_graph_snippets.py,2018-07-13T11:58:50Z,2018-07-15T00:01:58Z,2018-07-15T00:01:58Z,1,APPROVED,36.05222222222222
Remove Imgur dependency by storing images locally,2018-07-14T03:56:05Z,2020-07-18T01:15:48Z,2020-07-18T01:15:48Z,2,APPROVED,17637.328611111112
ja: Swap VARCHAR and CHAR translation error,2018-07-14T09:33:31Z,2018-07-15T00:05:15Z,2018-07-15T00:05:15Z,1,APPROVED,14.528888888888888
Add newlines - PEP8 style,2018-07-15T05:56:01Z,2018-07-19T06:09:09Z,2018-07-19T06:09:10Z,1,APPROVED,96.21888888888888
zh-TW: Improve translations,2018-07-16T08:08:25Z,2018-07-20T04:46:36Z,2018-07-20T04:46:36Z,1,APPROVED,92.63638888888889
Fix broken links,2018-07-19T07:57:12Z,2018-07-25T01:55:55Z,2018-07-25T01:55:55Z,2,APPROVED,137.97861111111112
Fix typo in LRU cache solution,2018-07-21T11:33:22Z,2018-07-23T06:13:03Z,2018-07-23T06:13:03Z,1,APPROVED,42.66138888888889
sertyuiop,2018-07-22T06:33:12Z,,2018-07-23T06:12:15Z,1,CHANGES_REQUESTED,23.650833333333335
Translation for 7 Layers OSI Model,2018-07-26T02:30:00Z,,2018-07-27T02:04:01Z,1,,23.566944444444445
Fix broken URL,2018-08-04T18:15:33Z,2018-08-05T13:52:04Z,2018-08-05T13:52:04Z,1,APPROVED,19.60861111111111
Fix error in Twitter timeline solution,2018-08-06T15:59:12Z,2018-08-07T01:25:00Z,2018-08-07T01:25:00Z,1,APPROVED,9.43
Fix wording in call center solution,2018-08-08T07:04:11Z,2018-08-09T12:01:27Z,2018-08-09T12:01:27Z,1,APPROVED,28.954444444444444
Resolve #195: Fix broken GitHub URLs,2018-08-12T06:36:14Z,2018-08-13T00:49:30Z,2018-08-13T00:49:31Z,1,APPROVED,18.22111111111111
zh-Hans: Fix typo: 'Twitter' ,2018-08-12T06:56:43Z,2018-08-14T02:32:16Z,2018-08-14T02:32:16Z,1,APPROVED,43.5925
Update Twitter/Facebook exercise description,2018-08-18T13:17:20Z,2018-08-20T04:38:44Z,2018-08-20T04:38:44Z,1,APPROVED,39.35666666666667
Fix broken links,2018-08-23T00:52:29Z,2018-08-29T00:56:39Z,2018-08-29T00:56:39Z,1,APPROVED,144.06944444444446
Fix typo in CAP theorem section,2018-08-23T17:00:30Z,2018-08-24T06:24:59Z,2018-08-24T06:24:59Z,1,APPROVED,13.408055555555556
Fix #126: Update link to Anki decks,2018-08-31T19:14:04Z,2018-09-02T18:10:43Z,2018-09-02T18:10:43Z,1,APPROVED,46.94416666666667
Add Ebook generation script,2018-09-02T19:00:51Z,2019-05-12T10:21:15Z,2019-05-12T10:21:15Z,1,APPROVED,6039.34
zh-Hans: Fix translation,2018-09-04T12:50:56Z,2018-09-14T21:10:40Z,2018-09-14T21:10:40Z,3,APPROVED,248.32888888888888
 zh-Hans: Update translation,2018-09-06T08:18:18Z,2018-09-16T07:48:51Z,2018-09-16T07:48:51Z,3,APPROVED,239.50916666666666
Fix typo in Design Pastebin.com exercise,2018-09-06T19:07:21Z,2018-09-08T00:47:44Z,2018-09-08T00:47:44Z,3,APPROVED,29.673055555555557
 zh-Hans: Update translation,2018-09-14T11:04:42Z,2018-09-15T07:29:04Z,2018-09-15T07:29:04Z,3,APPROVED,20.406111111111112
Update Cassandra architecture links,2018-09-15T18:52:40Z,2018-09-19T00:10:27Z,2018-09-19T00:10:27Z,4,APPROVED,77.29638888888888
Update README intro,2018-09-20T00:12:19Z,2018-09-24T00:12:12Z,2018-09-24T00:12:12Z,1,,95.99805555555555
Fix #397: Change master/slave to primary/replica,2018-09-22T06:21:25Z,,2022-04-15T11:11:49Z,6,CHANGES_REQUESTED,31228.84
Resolve #214: Add reference links to message queues section,2018-09-22T08:15:36Z,2018-10-01T00:38:29Z,2018-10-01T00:38:29Z,1,APPROVED,208.3813888888889
Update Scalability for Dummies link,2018-10-08T16:08:15Z,2018-10-11T01:13:43Z,2018-10-11T01:13:43Z,2,APPROVED,57.09111111111111
ja: Fix typo,2018-10-15T15:34:37Z,2018-10-26T00:20:27Z,2018-10-26T00:20:27Z,1,APPROVED,248.76388888888889
zh-TW: Update index anchors,2018-10-18T20:27:58Z,2018-10-31T22:34:52Z,2018-10-31T22:34:52Z,2,APPROVED,314.115
Add Link: A 360 Degree View Of The Entire Netflix Stack,2018-11-01T11:43:13Z,2018-11-14T01:23:22Z,2018-11-14T01:23:22Z,1,APPROVED,301.6691666666667
Proper text formatting,2018-11-14T17:26:54Z,,2018-12-15T04:10:09Z,1,CHANGES_REQUESTED,730.7208333333333
Fix #228: Address mutex latency discrepancy,2018-11-15T09:10:35Z,2018-12-19T02:17:01Z,2018-12-19T02:17:01Z,4,APPROVED,809.1072222222223
Add availability in numbers section,2018-11-25T02:49:01Z,2019-05-12T11:19:23Z,2019-05-12T11:19:23Z,7,APPROVED,4040.5061111111113
--fix: Missing `path` in argument.,2018-11-26T06:10:39Z,,2019-04-10T00:44:49Z,2,CHANGES_REQUESTED,3234.5694444444443
Add missing word in cache write through discussion,2018-12-30T05:21:15Z,2019-01-05T17:20:17Z,2019-01-05T17:20:17Z,1,APPROVED,155.98388888888888
zh-Hans: Fix typo,2019-01-15T02:37:22Z,2019-01-20T19:59:43Z,2019-01-20T19:59:43Z,2,APPROVED,137.3725
Fix grammar in document store section,2019-01-24T18:20:06Z,2019-02-03T12:35:25Z,2019-02-03T12:35:25Z,1,APPROVED,234.2552777777778
Fix typo in Twitter timeline and search solution,2019-02-10T01:21:37Z,2019-02-11T10:48:37Z,2019-02-11T10:48:37Z,2,APPROVED,33.45
Translate language list,2019-02-10T16:30:39Z,2019-05-11T16:42:59Z,2019-05-11T16:42:59Z,1,APPROVED,2160.2055555555557
Update document-store to document store,2019-02-20T21:12:04Z,2019-02-28T11:55:51Z,2019-02-28T11:55:51Z,1,APPROVED,182.72972222222222
Enable Python syntax highlighting in Pastebin sample code,2019-02-28T14:38:27Z,2019-03-04T03:28:44Z,2019-03-04T03:28:44Z,1,APPROVED,84.83805555555556
Fix broken SQL link in Scaling AWS exercise,2019-03-02T22:43:37Z,2019-03-18T00:55:20Z,2019-03-18T00:55:20Z,1,APPROVED,362.1952777777778
Add a little bit more description about profiling,2019-04-05T02:57:23Z,,2024-01-29T03:43:43Z,1,,42240.77222222222
Enable syntax highlighting in all python code snippets,2019-04-13T12:45:54Z,2019-05-07T10:24:42Z,2019-05-07T10:24:42Z,1,APPROVED,573.6466666666666
zh-Hans: Translate Pastebin solution,2019-04-26T05:31:50Z,2019-06-16T15:21:22Z,2019-06-16T15:21:22Z,8,APPROVED,1233.8255555555556
Update HDFS design link to the latest version,2019-05-02T17:02:24Z,2019-05-07T10:22:13Z,2019-05-07T10:22:13Z,1,APPROVED,113.33027777777778
ja: Fix typo of Big-O notation in KVS section,2019-06-19T10:19:06Z,2019-07-06T15:07:14Z,2019-07-06T15:07:14Z,1,APPROVED,412.8022222222222
Change disk to HDD for clarity,2019-06-29T18:29:29Z,2020-07-11T01:01:12Z,2020-07-11T01:01:13Z,4,APPROVED,9054.52861111111
ja: Fix translation in weak consistency section,2019-07-05T18:04:55Z,2019-08-03T14:06:58Z,2019-08-03T14:06:58Z,2,APPROVED,692.0341666666667
ja: Fix translation in push CDNs section,2019-07-08T15:46:23Z,2019-08-03T14:07:35Z,2019-08-03T14:07:35Z,2,APPROVED,622.3533333333334
ja: Fix translation in horizontal scaling section,2019-07-08T15:57:57Z,2019-08-03T14:07:59Z,2019-08-03T14:07:59Z,2,APPROVED,622.1672222222222
ja: Fix translation in reverse proxy (web server) section,2019-07-10T15:13:37Z,2019-08-03T14:08:19Z,2019-08-03T14:08:19Z,2,APPROVED,574.9116666666666
ja: Fix translation in Federation section,2019-07-10T15:27:54Z,2019-08-05T00:30:54Z,2019-08-05T00:30:54Z,2,APPROVED,609.05
ja: Fix mistranslation in SQL tuning section,2019-07-18T15:53:00Z,2019-12-09T03:35:45Z,2019-12-09T03:35:45Z,3,APPROVED,3443.7125
ja: Fix translation in Anki flashcards section,2019-07-23T16:09:07Z,2019-08-13T23:50:10Z,2019-08-13T23:50:10Z,2,APPROVED,511.68416666666667
ja: Fix translation in Load balancer section,2019-07-23T16:10:20Z,2019-08-13T23:50:53Z,2019-08-13T23:50:53Z,2,APPROVED,511.67583333333334
ja: Fix translation in Service Discovery section,2019-07-23T16:11:36Z,2019-08-13T23:51:20Z,2019-08-13T23:51:20Z,2,APPROVED,511.6622222222222
Clarify CDN advantages,2019-07-28T18:11:56Z,2020-07-10T00:49:44Z,2020-07-10T00:49:44Z,3,APPROVED,8334.63
Fix a typo in Layer 7 load balancer of README.md,2019-08-31T20:03:32Z,2020-07-01T00:56:56Z,2020-07-01T00:56:56Z,1,APPROVED,7300.89
change CN translation to make it more accurate,2019-09-01T01:03:33Z,2019-12-09T03:34:17Z,2019-12-09T03:34:17Z,2,APPROVED,2378.512222222222
Add links for latency based and geolocation based routing,2019-09-09T05:59:32Z,2020-07-10T00:48:47Z,2020-07-10T00:48:47Z,1,APPROVED,7314.820833333333
Update dead links,2019-09-10T11:50:46Z,2020-07-09T00:10:17Z,2020-07-09T00:10:17Z,5,APPROVED,7260.325277777778
Fixed typo.,2019-10-25T09:26:41Z,,2019-11-03T10:50:01Z,1,CHANGES_REQUESTED,217.38888888888889
Merge pull request #1 from donnemartin/master,2019-10-30T09:12:43Z,,2019-11-03T10:47:08Z,1,CHANGES_REQUESTED,97.5736111111111
Update url for weighted round robin,2019-11-16T03:54:40Z,,2020-07-09T00:08:56Z,2,APPROVED,5660.237777777777
kr: Fix Korean translation link in language index,2019-12-06T01:52:23Z,2020-07-05T14:57:58Z,2020-07-05T14:57:58Z,2,APPROVED,5101.093055555555
raise NotImplemented â€”> raise NotImplementedError,2019-12-26T08:06:00Z,2019-12-27T01:11:58Z,2019-12-27T01:11:58Z,1,APPROVED,17.099444444444444
Fix broken link in CAP theorem section,2020-01-07T19:53:37Z,2020-02-17T02:00:45Z,2020-02-17T02:00:45Z,1,APPROVED,966.1188888888889
Resolve #164 - Fix phrasing with availability and partition tolerance,2020-01-08T15:17:00Z,2020-07-04T01:22:03Z,2020-07-04T01:22:03Z,2,APPROVED,4258.0841666666665
Fix broken 'round robin' links,2020-01-13T02:08:43Z,2020-01-15T15:04:08Z,2020-01-15T15:04:08Z,1,APPROVED,60.923611111111114
Fix link,2020-01-19T03:32:17Z,2020-01-21T00:26:10Z,2020-01-21T00:26:10Z,1,APPROVED,44.89805555555556
zh-cn: Sync with upstream to keep it up-to-date,2020-02-27T17:08:58Z,2020-03-10T01:34:19Z,2020-03-10T01:34:19Z,1,APPROVED,272.4225
zh-Hans: Translate solutions,2020-03-10T07:22:13Z,2020-03-30T00:40:50Z,2020-03-30T00:40:51Z,1,APPROVED,473.3102777777778
Remove extraneous __init__.py,2020-03-21T19:21:35Z,2020-07-12T16:02:45Z,2020-07-12T16:02:45Z,1,APPROVED,2708.686111111111
Remove invalid link,2020-04-03T03:24:29Z,,2021-04-16T02:52:46Z,1,CHANGES_REQUESTED,9071.47138888889
"Fix the loop over ""self.cards""",2020-04-06T00:59:48Z,2020-07-08T00:56:06Z,2020-07-08T00:56:06Z,1,APPROVED,2231.9383333333335
fix: typo,2020-04-08T11:02:07Z,2020-07-01T00:42:25Z,2020-07-01T00:42:25Z,2,APPROVED,2005.6716666666666
Missing comma,2020-04-12T16:16:30Z,2020-07-01T00:37:50Z,2020-07-01T00:37:50Z,2,APPROVED,1904.3555555555556
Add CAP theorem video,2020-04-13T16:58:08Z,2020-07-08T00:54:02Z,2020-07-08T00:54:02Z,1,APPROVED,2047.9316666666666
Remove redundant SQL index in Pastebin exercise,2020-04-20T19:16:06Z,2020-07-07T01:05:51Z,2020-07-07T01:05:51Z,1,APPROVED,1853.8291666666667
Check dependencies in Ebook gen script,2020-04-25T07:19:24Z,2020-07-04T01:24:24Z,2020-07-04T01:24:24Z,2,APPROVED,1674.0833333333333
Included apache kafka for event queuing,2020-04-28T22:03:48Z,,2020-07-10T10:58:46Z,4,CHANGES_REQUESTED,1740.9161111111111
Fix Mint exercise bugs and typos,2020-05-05T19:45:39Z,2020-07-07T01:00:34Z,2020-07-07T01:00:34Z,1,APPROVED,1493.2486111111111
"Update ""Scaling up to your first 10 million users"" link",2020-05-09T11:13:02Z,2020-05-26T01:59:02Z,2020-05-26T01:59:02Z,1,APPROVED,398.76666666666665
Update design Twitter back-of-the-envelope calculations,2020-05-17T19:02:16Z,2020-07-04T14:55:43Z,2020-07-04T14:55:43Z,1,APPROVED,1147.8908333333334
Fix typo: Change replication to federation,2020-05-24T04:41:10Z,2020-07-04T14:53:57Z,2020-07-04T14:53:57Z,1,APPROVED,994.2130555555556
Fix: metadata-file,2020-06-15T18:58:54Z,,2020-07-10T01:18:58Z,10,,582.3344444444444
"Write word ""Korean"" in Korean language.",2020-06-20T15:33:37Z,,2020-07-05T14:58:57Z,1,,359.4222222222222
Add system design template link,2020-06-30T19:55:56Z,2020-07-05T14:53:29Z,2020-07-05T14:53:29Z,2,APPROVED,114.95916666666666
Fix typos in Twitter and web crawler exercises,2020-07-04T16:29:59Z,2020-07-05T14:48:23Z,2020-07-05T14:48:23Z,1,APPROVED,22.30666666666667
Fix #313: Clarify availability patterns,2020-07-05T02:59:05Z,2020-07-05T14:50:31Z,2020-07-05T14:50:31Z,1,APPROVED,11.857222222222223
Resolve #281: Add design stock exchange links,2020-07-07T03:53:13Z,2020-07-12T16:00:04Z,2020-07-12T16:00:04Z,1,APPROVED,132.11416666666668
Fix #335: Update OSI image to Open Systems Interconnection ,2020-07-16T16:22:54Z,2020-08-02T18:10:23Z,2020-08-02T18:10:23Z,2,APPROVED,409.7913888888889
Fix translations link in PR template,2020-07-26T13:07:35Z,2020-08-02T18:13:18Z,2020-08-02T18:13:18Z,1,APPROVED,173.09527777777777
Update broken HBase architecture link,2020-10-09T19:01:55Z,2020-10-30T01:14:46Z,2020-10-30T01:14:46Z,1,APPROVED,486.21416666666664
Merge pull request #1 from donnemartin/master,2020-11-02T07:44:50Z,,2024-06-27T01:45:40Z,1,CHANGES_REQUESTED,31986.01388888889
Fix Celery url,2020-11-10T11:46:39Z,2020-12-29T02:51:33Z,2020-12-29T02:51:33Z,1,APPROVED,1167.0816666666667
Update indieflashblog link,2021-01-24T09:27:38Z,2021-02-16T02:10:04Z,2021-02-16T02:10:04Z,1,APPROVED,544.7072222222222
Fix LRU cache link,2021-02-02T17:44:53Z,2021-02-16T02:14:06Z,2021-02-16T02:14:06Z,1,APPROVED,320.4869444444444
Fix capitalization of Dropbox,2021-02-23T03:06:20Z,2021-05-09T18:20:50Z,2021-05-09T18:20:50Z,2,APPROVED,1815.2416666666666
add git action for generating epub and upload artifacts,2021-08-14T01:41:21Z,,2023-12-02T06:26:01Z,2,,20164.744444444445
German Translation README-de.md,2021-09-24T02:29:55Z,,2024-01-09T11:02:53Z,2,,20096.549444444445
Update GitHub Engineer Blog link,2021-10-10T14:07:05Z,2021-11-17T12:26:09Z,2021-11-17T12:26:09Z,1,APPROVED,910.3177777777778
Fix memcache architecture URL,2021-12-23T13:24:04Z,2022-02-13T02:52:00Z,2022-02-13T02:52:00Z,1,APPROVED,1237.4655555555555
Added white background to all images (#630),2021-12-30T22:40:30Z,,2023-02-20T23:12:22Z,4,,10008.531111111111
Replace broken weighted round robin link (#650),2022-03-23T20:48:50Z,2022-04-20T00:37:02Z,2022-04-20T00:37:02Z,1,APPROVED,651.8033333333333
Fix typos,2022-04-17T16:01:57Z,2022-04-23T13:14:45Z,2022-04-23T13:14:45Z,1,APPROVED,141.21333333333334
Fix Typo,2022-07-30T21:03:42Z,2022-07-31T16:44:43Z,2022-07-31T16:44:43Z,1,APPROVED,19.683611111111112
eng: ADDED the post scriptum hint ,2022-09-03T21:37:57Z,,2023-09-13T18:49:14Z,1,,8997.188055555556
new commit,2022-09-26T13:35:57Z,,2024-06-28T00:12:45Z,1,CHANGES_REQUESTED,15370.613333333333
test,2022-09-29T12:49:58Z,,2024-06-26T00:20:49Z,1,CHANGES_REQUESTED,15251.514166666666
Update latency vs throughput blog link,2022-11-06T18:02:12Z,2022-11-13T21:04:18Z,2022-11-13T21:04:18Z,1,APPROVED,171.035
Fix top k requests link,2022-11-20T11:29:30Z,2022-12-11T20:06:51Z,2022-12-11T20:06:51Z,2,APPROVED,512.6225
Fix Scalability Article links,2023-03-08T22:02:32Z,2023-03-16T09:58:20Z,2023-03-16T09:58:20Z,1,APPROVED,179.93
Updated Elastic Cache URL,2023-12-30T05:24:35Z,,2024-05-14T05:46:44Z,2,,3264.369166666667
this is test,2024-02-22T15:23:46Z,,2024-06-26T00:14:51Z,1,CHANGES_REQUESTED,2984.851388888889
Fix links to Debunking the myths of RPC and REST,2024-04-25T10:58:19Z,2024-06-29T00:09:30Z,2024-06-29T00:09:30Z,2,APPROVED,1549.1863888888888
pt-BR: Add Brazilian Portuguese translation,2024-06-16T21:03:10Z,,2024-07-16T14:52:00Z,3,,713.8138888888889
Fix DNS routing hyperlinks,2024-06-18T09:29:17Z,2024-06-23T17:36:45Z,2024-06-23T17:36:45Z,1,APPROVED,128.12444444444444
